Location,Sex,Age,Total
S02000010,Female,"70+",471
S02000010,Male,"70+",435
S02000053,Female,"[0,17)",413
S02000053,Male,"[0,17)",382
S02000053,Female,"[17,70)",1437
S02000053,Male,"[17,70)",1328
S02000053,Female,"70+",280
S02000053,Male,"70+",260
S02000815,Female,"[0,17)",433
S02000815,Male,"[0,17)",401
S02000815,Female,"[17,70)",1315
S02000815,Male,"[17,70)",1214
S02000815,Female,"70+",270
S02000815,Male,"70+",251
S02000661,Female,"[0,17)",316
S02000661,Male,"[0,17)",293
S02000661,Female,"[17,70)",3516
S02000661,Male,"[17,70)",3246
S02000661,Female,"70+",177
S02000661,Male,"70+",164
S02000229,Female,"[0,17)",721
S02000229,Male,"[0,17)",666
S02000229,Female,"[17,70)",2029
S02000229,Male,"[17,70)",1873
S02000229,Female,"70+",455
S02000229,Male,"70+",421
S02000675,Female,"[0,17)",464
S02000675,Male,"[0,17)",429
S02000675,Female,"[17,70)",2515
S02000675,Male,"[17,70)",2323
S02000675,Female,"70+",292
S02000675,Male,"70+",271
S02000158,Female,"[0,17)",162
S02000158,Male,"[0,17)",151
S02000158,Female,"[17,70)",664
S02000158,Male,"[17,70)",613
S02000158,Female,"70+",225
S02000158,Male,"70+",209
S02000173,Female,"[0,17)",372
S02000173,Male,"[0,17)",345
S02000173,Female,"[17,70)",1410
S02000173,Male,"[17,70)",1303
S02000173,Female,"70+",733
S02000173,Male,"70+",678
S02000813,Female,"[0,17)",205
S02000813,Male,"[0,17)",190
S02000813,Female,"[17,70)",709
S02000813,Male,"[17,70)",656
S02000813,Female,"70+",295
S02000813,Male,"70+",274
S02000119,Female,"[0,17)",466
S02000119,Male,"[0,17)",432
S02000119,Female,"[17,70)",1577
S02000119,Male,"[17,70)",1456
S02000119,Female,"70+",510
S02000119,Male,"70+",472
S02000120,Female,"[0,17)",313
S02000120,Male,"[0,17)",290
S02000120,Female,"[17,70)",1262
S02000120,Male,"[17,70)",1166
S02000120,Female,"70+",537
S02000120,Male,"70+",496
S02000118,Female,"[0,17)",419
S02000118,Male,"[0,17)",387
S02000118,Female,"[17,70)",1495
S02000118,Male,"[17,70)",1380
S02000118,Female,"70+",564
S02000118,Male,"70+",521
S02000886,Female,"[0,17)",496
S02000886,Male,"[0,17)",458
S02000886,Female,"[17,70)",1676
S02000886,Male,"[17,70)",1548
S02000886,Female,"70+",395
S02000886,Male,"70+",365
S02000817,Female,"[0,17)",233
S02000817,Male,"[0,17)",216
S02000817,Female,"[17,70)",1132
S02000817,Male,"[17,70)",1045
S02000817,Female,"70+",517
S02000817,Male,"70+",478
S02000814,Female,"[0,17)",399
S02000814,Male,"[0,17)",370
S02000814,Female,"[17,70)",1562
S02000814,Male,"[17,70)",1443
S02000814,Female,"70+",554
S02000814,Male,"70+",512
S02000366,Female,"[0,17)",361
S02000366,Male,"[0,17)",334
S02000366,Female,"[17,70)",1297
S02000366,Male,"[17,70)",1198
S02000366,Female,"70+",278
S02000366,Male,"70+",258
S02000719,Female,"[0,17)",429
S02000719,Male,"[0,17)",397
S02000719,Female,"[17,70)",1439
S02000719,Male,"[17,70)",1330
S02000719,Female,"70+",491
S02000719,Male,"70+",455
S02000717,Female,"[0,17)",618
S02000717,Male,"[0,17)",572
S02000717,Female,"[17,70)",1935
S02000717,Male,"[17,70)",1788
S02000717,Female,"70+",507
S02000717,Male,"70+",468
S02001113,Female,"[0,17)",317
S02001113,Male,"[0,17)",294
S02001113,Female,"[17,70)",1201
S02001113,Male,"[17,70)",1110
S02001113,Female,"70+",394
S02001113,Male,"70+",364
S02001173,Female,"[0,17)",345
S02001173,Male,"[0,17)",320
S02001173,Female,"[17,70)",1626
S02001173,Male,"[17,70)",1502
S02001173,Female,"70+",351
S02001173,Male,"70+",325
S02000103,Female,"[0,17)",222
S02000103,Male,"[0,17)",206
S02000103,Female,"[17,70)",848
S02000103,Male,"[17,70)",784
S02000103,Female,"70+",299
S02000103,Male,"70+",276
S02000104,Female,"[0,17)",399
S02000104,Male,"[0,17)",370
S02000104,Female,"[17,70)",1317
S02000104,Male,"[17,70)",1216
S02000104,Female,"70+",302
S02000104,Male,"70+",279
S02000102,Female,"[0,17)",248
S02000102,Male,"[0,17)",229
S02000102,Female,"[17,70)",842
S02000102,Male,"[17,70)",779
S02000102,Female,"70+",188
S02000102,Male,"70+",174
S02000101,Female,"[0,17)",277
S02000101,Male,"[0,17)",257
S02000101,Female,"[17,70)",1125
S02000101,Male,"[17,70)",1039
S02000101,Female,"70+",448
S02000101,Male,"70+",415
S02000122,Female,"[0,17)",559
S02000122,Male,"[0,17)",517
S02000122,Female,"[17,70)",2462
S02000122,Male,"[17,70)",2274
S02000122,Female,"70+",698
S02000122,Male,"70+",645
S02000029,Female,"[0,17)",319
S02000029,Male,"[0,17)",295
S02000029,Female,"[17,70)",2072
S02000029,Male,"[17,70)",1914
S02000029,Female,"70+",186
S02000029,Male,"70+",172
S02000081,Female,"[0,17)",392
S02000081,Male,"[0,17)",363
S02000081,Female,"[17,70)",1321
S02000081,Male,"[17,70)",1221
S02000081,Female,"70+",312
S02000081,Male,"70+",289
S02001038,Female,"[0,17)",295
S02001038,Male,"[0,17)",273
S02001038,Female,"[17,70)",1339
S02001038,Male,"[17,70)",1236
S02001038,Female,"70+",283
S02001038,Male,"70+",263
S02001035,Female,"[0,17)",213
S02001035,Male,"[0,17)",198
S02001035,Female,"[17,70)",979
S02001035,Male,"[17,70)",904
S02001035,Female,"70+",400
S02001035,Male,"70+",370
S02001037,Female,"[0,17)",206
S02001037,Male,"[0,17)",191
S02001037,Female,"[17,70)",1001
S02001037,Male,"[17,70)",925
S02001037,Female,"70+",276
S02001037,Male,"70+",255
S02000647,Female,"[0,17)",262
S02000647,Male,"[0,17)",243
S02000647,Female,"[17,70)",2109
S02000647,Male,"[17,70)",1947
S02000647,Female,"70+",229
S02000647,Male,"70+",213
S02000242,Female,"[0,17)",344
S02000242,Male,"[0,17)",319
S02000242,Female,"[17,70)",1502
S02000242,Male,"[17,70)",1388
S02000242,Female,"70+",469
S02000242,Male,"70+",433
S02000961,Female,"[0,17)",268
S02000961,Male,"[0,17)",249
S02000961,Female,"[17,70)",1077
S02000961,Male,"[17,70)",995
S02000961,Female,"70+",573
S02000961,Male,"70+",529
S02000096,Female,"[0,17)",271
S02000096,Male,"[0,17)",251
S02000096,Female,"[17,70)",1076
S02000096,Male,"[17,70)",995
S02000096,Female,"70+",366
S02000096,Male,"70+",338
S02000143,Female,"[0,17)",410
S02000143,Male,"[0,17)",380
S02000143,Female,"[17,70)",2545
S02000143,Male,"[17,70)",2350
S02000143,Female,"70+",527
S02000143,Male,"70+",487
S02000062,Female,"[0,17)",491
S02000062,Male,"[0,17)",454
S02000062,Female,"[17,70)",1377
S02000062,Male,"[17,70)",1272
S02000062,Female,"70+",230
S02000062,Male,"70+",213
S02000645,Female,"[0,17)",372
S02000645,Male,"[0,17)",344
S02000645,Female,"[17,70)",1618
S02000645,Male,"[17,70)",1495
S02000645,Female,"70+",271
S02000645,Male,"70+",251
S02000636,Female,"[0,17)",322
S02000636,Male,"[0,17)",299
S02000636,Female,"[17,70)",1429
S02000636,Male,"[17,70)",1320
S02000636,Female,"70+",432
S02000636,Male,"70+",399
S02000924,Female,"[0,17)",782
S02000924,Male,"[0,17)",722
S02000924,Female,"[17,70)",2165
S02000924,Male,"[17,70)",2000
S02000924,Female,"70+",373
S02000924,Male,"70+",346
S02000674,Female,"[0,17)",689
S02000674,Male,"[0,17)",636
S02000674,Female,"[17,70)",2044
S02000674,Male,"[17,70)",1888
S02000674,Female,"70+",177
S02000674,Male,"70+",164
S02000008,Female,"[0,17)",381
S02000008,Male,"[0,17)",353
S02000008,Female,"[17,70)",1969
S02000008,Male,"[17,70)",1818
S02000008,Female,"70+",442
S02000008,Male,"70+",409
S02000912,Female,"[0,17)",419
S02000912,Male,"[0,17)",387
S02000912,Female,"[17,70)",1346
S02000912,Male,"[17,70)",1243
S02000912,Female,"70+",334
S02000912,Male,"70+",309
S02000024,Female,"[0,17)",275
S02000024,Male,"[0,17)",254
S02000024,Female,"[17,70)",2761
S02000024,Male,"[17,70)",2550
S02000024,Female,"70+",202
S02000024,Male,"70+",187
S02000181,Female,"[0,17)",225
S02000181,Male,"[0,17)",208
S02000181,Female,"[17,70)",999
S02000181,Male,"[17,70)",923
S02000181,Female,"70+",342
S02000181,Male,"70+",316
S02001059,Female,"[0,17)",222
S02001059,Male,"[0,17)",205
S02001059,Female,"[17,70)",959
S02001059,Male,"[17,70)",887
S02001059,Female,"70+",474
S02001059,Male,"70+",439
S02001058,Female,"[0,17)",339
S02001058,Male,"[0,17)",314
S02001058,Female,"[17,70)",1010
S02001058,Male,"[17,70)",933
S02001058,Female,"70+",350
S02001058,Male,"70+",324
S02000668,Female,"[0,17)",212
S02000668,Male,"[0,17)",197
S02000668,Female,"[17,70)",2194
S02000668,Male,"[17,70)",2026
S02000668,Female,"70+",162
S02000668,Male,"70+",150
S02001098,Female,"[0,17)",278
S02001098,Male,"[0,17)",257
S02001098,Female,"[17,70)",1081
S02001098,Male,"[17,70)",999
S02001098,Female,"70+",303
S02001098,Male,"70+",280
S02000954,Female,"[0,17)",405
S02000954,Male,"[0,17)",375
S02000954,Female,"[17,70)",1343
S02000954,Male,"[17,70)",1241
S02000954,Female,"70+",380
S02000954,Male,"70+",351
S02000922,Female,"[0,17)",576
S02000922,Male,"[0,17)",532
S02000922,Female,"[17,70)",1867
S02000922,Male,"[17,70)",1724
S02000922,Female,"70+",359
S02000922,Male,"70+",332
S02000549,Female,"[0,17)",242
S02000549,Male,"[0,17)",225
S02000549,Female,"[17,70)",803
S02000549,Male,"[17,70)",743
S02000549,Female,"70+",178
S02000549,Male,"70+",165
S02000559,Female,"[0,17)",330
S02000559,Male,"[0,17)",306
S02000559,Female,"[17,70)",1204
S02000559,Male,"[17,70)",1113
S02000559,Female,"70+",314
S02000559,Male,"70+",291
S02000561,Female,"[0,17)",286
S02000561,Male,"[0,17)",264
S02000561,Female,"[17,70)",1181
S02000561,Male,"[17,70)",1092
S02000561,Female,"70+",414
S02000561,Male,"70+",383
S02000556,Female,"[0,17)",244
S02000556,Male,"[0,17)",227
S02000556,Female,"[17,70)",772
S02000556,Male,"[17,70)",713
S02000556,Female,"70+",185
S02000556,Male,"70+",171
S02000548,Female,"[0,17)",474
S02000548,Male,"[0,17)",438
S02000548,Female,"[17,70)",1497
S02000548,Male,"[17,70)",1382
S02000548,Female,"70+",442
S02000548,Male,"70+",409
S02000560,Female,"[0,17)",300
S02000560,Male,"[0,17)",278
S02000560,Female,"[17,70)",837
S02000560,Male,"[17,70)",774
S02000560,Female,"70+",145
S02000560,Male,"70+",134
S02000553,Female,"[0,17)",487
S02000553,Male,"[0,17)",451
S02000553,Female,"[17,70)",1354
S02000553,Male,"[17,70)",1251
S02000553,Female,"70+",337
S02000553,Male,"70+",312
S02000544,Female,"[0,17)",409
S02000544,Male,"[0,17)",378
S02000544,Female,"[17,70)",1216
S02000544,Male,"[17,70)",1124
S02000544,Female,"70+",405
S02000544,Male,"70+",374
S02000554,Female,"[0,17)",295
S02000554,Male,"[0,17)",273
S02000554,Female,"[17,70)",995
S02000554,Male,"[17,70)",919
S02000554,Female,"70+",360
S02000554,Male,"70+",334
S02000542,Female,"[0,17)",367
S02000542,Male,"[0,17)",340
S02000542,Female,"[17,70)",1487
S02000542,Male,"[17,70)",1373
S02000542,Female,"70+",369
S02000542,Male,"70+",341
S02000545,Female,"[0,17)",265
S02000545,Male,"[0,17)",246
S02000545,Female,"[17,70)",955
S02000545,Male,"[17,70)",882
S02000545,Female,"70+",438
S02000545,Male,"70+",405
S02000588,Female,"[0,17)",512
S02000588,Male,"[0,17)",474
S02000588,Female,"[17,70)",1513
S02000588,Male,"[17,70)",1397
S02000588,Female,"70+",218
S02000588,Male,"70+",203
S02000585,Female,"[0,17)",510
S02000585,Male,"[0,17)",471
S02000585,Female,"[17,70)",1772
S02000585,Male,"[17,70)",1636
S02000585,Female,"70+",377
S02000585,Male,"70+",348
S02000628,Female,"[0,17)",466
S02000628,Male,"[0,17)",431
S02000628,Female,"[17,70)",2359
S02000628,Male,"[17,70)",2179
S02000628,Female,"70+",438
S02000628,Male,"70+",405
S02000793,Female,"[0,17)",398
S02000793,Male,"[0,17)",369
S02000793,Female,"[17,70)",1151
S02000793,Male,"[17,70)",1064
S02000793,Female,"70+",288
S02000793,Male,"70+",267
S02000377,Female,"[0,17)",153
S02000377,Male,"[0,17)",143
S02000377,Female,"[17,70)",1721
S02000377,Male,"[17,70)",1589
S02000377,Female,"70+",78
S02000377,Male,"70+",72
S02000373,Female,"[0,17)",272
S02000373,Male,"[0,17)",252
S02000373,Female,"[17,70)",2188
S02000373,Male,"[17,70)",2020
S02000373,Female,"70+",178
S02000373,Male,"70+",166
S02000785,Female,"[0,17)",293
S02000785,Male,"[0,17)",271
S02000785,Female,"[17,70)",1334
S02000785,Male,"[17,70)",1233
S02000785,Female,"70+",488
S02000785,Male,"70+",451
S02000787,Female,"[0,17)",319
S02000787,Male,"[0,17)",295
S02000787,Female,"[17,70)",1467
S02000787,Male,"[17,70)",1355
S02000787,Female,"70+",826
S02000787,Male,"70+",764
S02000786,Female,"[0,17)",318
S02000786,Male,"[0,17)",294
S02000786,Female,"[17,70)",1401
S02000786,Male,"[17,70)",1295
S02000786,Female,"70+",483
S02000786,Male,"70+",447
S02000656,Female,"[0,17)",685
S02000656,Male,"[0,17)",633
S02000656,Female,"[17,70)",2526
S02000656,Male,"[17,70)",2332
S02000656,Female,"70+",365
S02000656,Male,"70+",338
S02000615,Female,"[0,17)",416
S02000615,Male,"[0,17)",385
S02000615,Female,"[17,70)",1473
S02000615,Male,"[17,70)",1360
S02000615,Female,"70+",295
S02000615,Male,"70+",274
S02000616,Female,"[0,17)",538
S02000616,Male,"[0,17)",497
S02000616,Female,"[17,70)",1881
S02000616,Male,"[17,70)",1737
S02000616,Female,"70+",256
S02000616,Male,"70+",238
S02000333,Female,"[0,17)",668
S02000333,Male,"[0,17)",618
S02000333,Female,"[17,70)",1822
S02000333,Male,"[17,70)",1682
S02000333,Female,"70+",403
S02000333,Male,"70+",373
S02000460,Female,"[0,17)",226
S02000460,Male,"[0,17)",209
S02000460,Female,"[17,70)",1275
S02000460,Male,"[17,70)",1178
S02000460,Female,"70+",282
S02000460,Male,"70+",261
S02000361,Female,"[0,17)",459
S02000361,Male,"[0,17)",425
S02000361,Female,"[17,70)",1825
S02000361,Male,"[17,70)",1685
S02000361,Female,"70+",622
S02000361,Male,"70+",576
S02000245,Female,"[0,17)",500
S02000245,Male,"[0,17)",463
S02000245,Female,"[17,70)",1944
S02000245,Male,"[17,70)",1795
S02000245,Female,"70+",587
S02000245,Male,"70+",543
S02000468,Female,"[0,17)",255
S02000468,Male,"[0,17)",237
S02000468,Female,"[17,70)",1028
S02000468,Male,"[17,70)",950
S02000468,Female,"70+",359
S02000468,Male,"70+",333
S02000420,Female,"[0,17)",342
S02000420,Male,"[0,17)",317
S02000420,Female,"[17,70)",2060
S02000420,Male,"[17,70)",1902
S02000420,Female,"70+",263
S02000420,Male,"70+",244
S02000142,Female,"[0,17)",317
S02000142,Male,"[0,17)",293
S02000142,Female,"[17,70)",1195
S02000142,Male,"[17,70)",1104
S02000142,Female,"70+",417
S02000142,Male,"70+",385
S02000354,Female,"[0,17)",455
S02000354,Male,"[0,17)",420
S02000354,Female,"[17,70)",1334
S02000354,Male,"[17,70)",1232
S02000354,Female,"70+",160
S02000354,Male,"70+",148
S02000904,Female,"[0,17)",615
S02000904,Male,"[0,17)",568
S02000904,Female,"[17,70)",1947
S02000904,Male,"[17,70)",1798
S02000904,Female,"70+",242
S02000904,Male,"70+",224
S02000929,Female,"[0,17)",356
S02000929,Male,"[0,17)",330
S02000929,Female,"[17,70)",1248
S02000929,Male,"[17,70)",1152
S02000929,Female,"70+",384
S02000929,Male,"70+",355
S02000640,Female,"[0,17)",427
S02000640,Male,"[0,17)",395
S02000640,Female,"[17,70)",1679
S02000640,Male,"[17,70)",1550
S02000640,Female,"70+",626
S02000640,Male,"70+",578
S02001109,Female,"[0,17)",324
S02001109,Male,"[0,17)",300
S02001109,Female,"[17,70)",1049
S02001109,Male,"[17,70)",970
S02001109,Female,"70+",296
S02001109,Male,"70+",275
S02000778,Female,"[0,17)",627
S02000778,Male,"[0,17)",579
S02000778,Female,"[17,70)",2108
S02000778,Male,"[17,70)",1947
S02000778,Female,"70+",399
S02000778,Male,"70+",370
S02000781,Female,"[0,17)",320
S02000781,Male,"[0,17)",296
S02000781,Female,"[17,70)",1655
S02000781,Male,"[17,70)",1528
S02000781,Female,"70+",639
S02000781,Male,"70+",591
S02000780,Female,"[0,17)",293
S02000780,Male,"[0,17)",272
S02000780,Female,"[17,70)",1373
S02000780,Male,"[17,70)",1269
S02000780,Female,"70+",381
S02000780,Male,"70+",353
S02000784,Female,"[0,17)",434
S02000784,Male,"[0,17)",401
S02000784,Female,"[17,70)",1878
S02000784,Male,"[17,70)",1735
S02000784,Female,"70+",619
S02000784,Male,"70+",572
S02001206,Female,"[0,17)",375
S02001206,Male,"[0,17)",348
S02001206,Female,"[17,70)",1360
S02001206,Male,"[17,70)",1257
S02001206,Female,"70+",335
S02001206,Male,"70+",311
S02000176,Female,"[0,17)",475
S02000176,Male,"[0,17)",440
S02000176,Female,"[17,70)",1930
S02000176,Male,"[17,70)",1782
S02000176,Female,"70+",781
S02000176,Male,"70+",722
S02000972,Female,"[0,17)",394
S02000972,Male,"[0,17)",364
S02000972,Female,"[17,70)",1486
S02000972,Male,"[17,70)",1372
S02000972,Female,"70+",494
S02000972,Male,"70+",457
S02001120,Female,"[0,17)",308
S02001120,Male,"[0,17)",285
S02001120,Female,"[17,70)",1227
S02001120,Male,"[17,70)",1133
S02001120,Female,"70+",407
S02001120,Male,"70+",376
S02001156,Female,"[0,17)",903
S02001156,Male,"[0,17)",834
S02001156,Female,"[17,70)",2494
S02001156,Male,"[17,70)",2304
S02001156,Female,"70+",245
S02001156,Male,"70+",228
S02000446,Female,"[0,17)",341
S02000446,Male,"[0,17)",315
S02000446,Female,"[17,70)",1076
S02000446,Male,"[17,70)",994
S02000446,Female,"70+",226
S02000446,Male,"70+",210
S02001139,Female,"[0,17)",222
S02001139,Male,"[0,17)",206
S02001139,Female,"[17,70)",1422
S02001139,Male,"[17,70)",1313
S02001139,Female,"70+",562
S02001139,Male,"70+",519
S02000022,Female,"[0,17)",253
S02000022,Male,"[0,17)",235
S02000022,Female,"[17,70)",3352
S02000022,Male,"[17,70)",3096
S02000022,Female,"70+",264
S02000022,Male,"70+",244
S02001101,Female,"[0,17)",352
S02001101,Male,"[0,17)",326
S02001101,Female,"[17,70)",1294
S02001101,Male,"[17,70)",1196
S02001101,Female,"70+",458
S02001101,Male,"70+",424
S02000280,Female,"[0,17)",297
S02000280,Male,"[0,17)",275
S02000280,Female,"[17,70)",1027
S02000280,Male,"[17,70)",949
S02000280,Female,"70+",372
S02000280,Male,"70+",344
S02000433,Female,"[0,17)",127
S02000433,Male,"[0,17)",119
S02000433,Female,"[17,70)",546
S02000433,Male,"[17,70)",505
S02000433,Female,"70+",284
S02000433,Male,"70+",264
S02000906,Female,"[0,17)",593
S02000906,Male,"[0,17)",548
S02000906,Female,"[17,70)",1998
S02000906,Male,"[17,70)",1846
S02000906,Female,"70+",525
S02000906,Male,"70+",486
S02000897,Female,"[0,17)",365
S02000897,Male,"[0,17)",338
S02000897,Female,"[17,70)",1298
S02000897,Male,"[17,70)",1199
S02000897,Female,"70+",418
S02000897,Male,"70+",387
S02001023,Female,"[0,17)",202
S02001023,Male,"[0,17)",187
S02001023,Female,"[17,70)",1119
S02001023,Male,"[17,70)",1033
S02001023,Female,"70+",453
S02001023,Male,"70+",420
S02001024,Female,"[0,17)",292
S02001024,Male,"[0,17)",270
S02001024,Female,"[17,70)",1079
S02001024,Male,"[17,70)",997
S02001024,Female,"70+",410
S02001024,Male,"70+",380
S02001022,Female,"[0,17)",220
S02001022,Male,"[0,17)",204
S02001022,Female,"[17,70)",860
S02001022,Male,"[17,70)",794
S02001022,Female,"70+",466
S02001022,Male,"70+",432
S02001087,Female,"[0,17)",494
S02001087,Male,"[0,17)",456
S02001087,Female,"[17,70)",1589
S02001087,Male,"[17,70)",1467
S02001087,Female,"70+",475
S02001087,Male,"70+",440
S02000014,Female,"[0,17)",369
S02000014,Male,"[0,17)",341
S02000014,Female,"[17,70)",1569
S02000014,Male,"[17,70)",1449
S02000014,Female,"70+",643
S02000014,Male,"70+",594
S02000461,Female,"[0,17)",243
S02000461,Male,"[0,17)",225
S02000461,Female,"[17,70)",982
S02000461,Male,"[17,70)",907
S02000461,Female,"70+",202
S02000461,Male,"70+",187
S02001072,Female,"[0,17)",416
S02001072,Male,"[0,17)",384
S02001072,Female,"[17,70)",1374
S02001072,Male,"[17,70)",1269
S02001072,Female,"70+",432
S02001072,Male,"70+",399
S02000034,Female,"[0,17)",633
S02000034,Male,"[0,17)",586
S02000034,Female,"[17,70)",1842
S02000034,Male,"[17,70)",1701
S02000034,Female,"70+",321
S02000034,Male,"70+",297
S02000816,Female,"[0,17)",733
S02000816,Male,"[0,17)",677
S02000816,Female,"[17,70)",2100
S02000816,Male,"[17,70)",1940
S02000816,Female,"70+",351
S02000816,Male,"70+",325
S02000139,Female,"[0,17)",204
S02000139,Male,"[0,17)",190
S02000139,Female,"[17,70)",941
S02000139,Male,"[17,70)",869
S02000139,Female,"70+",463
S02000139,Male,"70+",428
S02000138,Female,"[0,17)",437
S02000138,Male,"[0,17)",404
S02000138,Female,"[17,70)",1280
S02000138,Male,"[17,70)",1182
S02000138,Female,"70+",332
S02000138,Male,"70+",307
S02000140,Female,"[0,17)",445
S02000140,Male,"[0,17)",411
S02000140,Female,"[17,70)",1285
S02000140,Male,"[17,70)",1187
S02000140,Female,"70+",516
S02000140,Male,"70+",478
S02000141,Female,"[0,17)",369
S02000141,Male,"[0,17)",341
S02000141,Female,"[17,70)",1216
S02000141,Male,"[17,70)",1124
S02000141,Female,"70+",564
S02000141,Male,"70+",521
S02000414,Female,"[0,17)",477
S02000414,Male,"[0,17)",441
S02000414,Female,"[17,70)",1913
S02000414,Male,"[17,70)",1767
S02000414,Female,"70+",436
S02000414,Male,"70+",404
S02001140,Female,"[0,17)",320
S02001140,Male,"[0,17)",296
S02001140,Female,"[17,70)",1282
S02001140,Male,"[17,70)",1184
S02001140,Female,"70+",429
S02001140,Male,"70+",397
S02000448,Female,"[0,17)",628
S02000448,Male,"[0,17)",580
S02000448,Female,"[17,70)",1840
S02000448,Male,"[17,70)",1700
S02000448,Female,"70+",296
S02000448,Male,"70+",274
S02001154,Female,"[0,17)",259
S02001154,Male,"[0,17)",240
S02001154,Female,"[17,70)",1124
S02001154,Male,"[17,70)",1038
S02001154,Female,"70+",410
S02001154,Male,"70+",380
S02001183,Female,"[0,17)",299
S02001183,Male,"[0,17)",276
S02001183,Female,"[17,70)",1476
S02001183,Male,"[17,70)",1364
S02001183,Female,"70+",475
